Array;ClustGroup;Cell_line;Tissue;Tissue sub-type;Cell_line_Tissue;TCGA
5500994173212120213068_B08.cel;2;NCI-N87;digestive_system;stomach;NCI-N87_Stomach_908461;STAD
5500994173212120213068_B08.cel;2;NCI-N87;digestive_system;stomach;NCI-N87_Stomach_908461;STAD
5500994172383112813930_A07.cel;2;NUGC-3;digestive_system;stomach;NUGC-3_Stomach_908455;STAD
5500994172383112813930_A07.cel;2;NUGC-3;digestive_system;stomach;NUGC-3_Stomach_908455;STAD
5500994172948120113978_C02.cel;2;NUGC-4;digestive_system;stomach;NUGC-4_Stomach_1298357;STAD
5500994172948120113978_C02.cel;2;NUGC-4;digestive_system;stomach;NUGC-4_Stomach_1298357;STAD
5500994172383112813930_D10.cel;2;OACp4C;aero_digestive_tract;oesophagus;OACp4C_Esophagus_1503362;ESCA
5500994173212120213068_A08.cel;2;OACp4C;aero_digestive_tract;oesophagus;OACp4C_Esophagus_1503362;ESCA
5500994172383112813930_D10.cel;2;OACp4C;aero_digestive_tract;oesophagus;OACp4C_Esophagus_1503362;ESCA
5500994173212120213068_A08.cel;2;OACp4C;aero_digestive_tract;oesophagus;OACp4C_Esophagus_1503362;ESCA
5500994158987071513201_G06.cel;2;OAW-28;urogenital_system;ovary;OAW-28_Ovary_946360;OV
5500994158987071513201_G06.cel;2;OAW-28;urogenital_system;ovary;OAW-28_Ovary_946360;OV
5500994158987071513201_A10.cel;2;OAW-42;urogenital_system;ovary;OAW-42_Ovary_910548;OV
5500994158987071513201_A10.cel;2;OAW-42;urogenital_system;ovary;OAW-42_Ovary_910548;OV
5500994158987071513201_H06.cel;2;OC-314;urogenital_system;ovary;OC-314_Ovary_909257;OV
5500994158987071513201_H06.cel;2;OC-314;urogenital_system;ovary;OC-314_Ovary_909257;OV
5500994172383112813930_F09.cel;2;OCUM-1;digestive_system;stomach;OCUM-1_Stomach_1298358;STAD
5500994172383112813930_F09.cel;2;OCUM-1;digestive_system;stomach;OCUM-1_Stomach_1298358;STAD
5500994157493061613625_F02.cel;2;OE19;aero_digestive_tract;oesophagus;OE19_Esophag_910079;ESCA
5500994157493061613625_F02.cel;2;OE19;aero_digestive_tract;oesophagus;OE19_Esophag_910079;ESCA
5500994158987071513201_A11.cel;2;OE33;aero_digestive_tract;oesophagus;OE33_Esophagus_910549;ESCA
5500994158987071513201_A11.cel;2;OE33;aero_digestive_tract;oesophagus;OE33_Esophagus_910549;ESCA
5500994172948120113978_E10.cel;2;OV-17R;urogenital_system;ovary;OV-17R_Ovary_1480361;OV
5500994158987071513201_F11.cel;2;OV-90;urogenital_system;ovary;OV-90_Ovary_1240197;OV
5500994158987071513201_F11.cel;2;OV-90;urogenital_system;ovary;OV-90_Ovary_1240197;OV
5500994172948120113978_A11.cel;2;OVCA420;urogenital_system;ovary;OVCA420_Ovary_1480364;OV
5500994172948120113978_A11.cel;2;OVCA420;urogenital_system;ovary;OVCA420_Ovary_1480364;OV
5500994172383112813930_E09.cel;2;OVCAR-3;urogenital_system;ovary;OVCAR-3_Ovary_905933;OV
5500994172383112813930_E09.cel;2;OVCAR-3;urogenital_system;ovary;OVCAR-3_Ovary_905933;OV
5500994172383112813930_D09.cel;2;OVCAR-4;urogenital_system;ovary;OVCAR-4_Ovary_905990;OV
5500994172383112813930_D09.cel;2;OVCAR-4;urogenital_system;ovary;OVCAR-4_Ovary_905990;OV
5500994158987071513201_G11.cel;2;OVCAR-5;urogenital_system;ovary;OVCAR-5_Ovary_905969;OV
5500994158987071513201_G11.cel;2;OVCAR-5;urogenital_system;ovary;OVCAR-5_Ovary_905969;OV
5500994158987071513201_A12.cel;2;OVCAR-8;urogenital_system;ovary;OVCAR-8_Ovary_905991;OV
5500994158987071513201_A12.cel;2;OVCAR-8;urogenital_system;ovary;OVCAR-8_Ovary_905991;OV
5500994158987071513201_B12.cel;2;OVISE;urogenital_system;ovary;OVISE_Ovary_1240198;OV
5500994158987071513201_B12.cel;2;OVISE;urogenital_system;ovary;OVISE_Ovary_1240198;OV
5500994158987071513201_C12.cel;2;OVKATE;urogenital_system;ovary;OVKATE_Ovary_1240199;OV
5500994158987071513201_C12.cel;2;OVKATE;urogenital_system;ovary;OVKATE_Ovary_1240199;OV
5500994158987071513201_D12.cel;2;OVMIU;urogenital_system;ovary;OVMIU_Ovary_1240200;OV
5500994158987071513201_D12.cel;2;OVMIU;urogenital_system;ovary;OVMIU_Ovary_1240200;OV
5500994175999120813240_F05.cel;2;OVTOKO;urogenital_system;ovary;OVTOKO_ovary_1298365;OV
5500994175999120813240_F05.cel;2;OVTOKO;urogenital_system;ovary;OVTOKO_ovary_1298365;OV
5500994173603120813304_A11.cel;2;PA-TU-8902;pancreas;pancreas;PA-TU-8902_pancreas_1298526;PAAD
5500994173603120813304_A11.cel;2;PA-TU-8902;pancreas;pancreas;PA-TU-8902_pancreas_1298526;PAAD
5500994158987071513201_C05.cel;2;PA-TU-8988T;pancreas;pancreas;PA-TU-8988T_Pancreas_1240201;PAAD
5500994158987071513201_C05.cel;2;PA-TU-8988T;pancreas;pancreas;PA-TU-8988T_Pancreas_1240201;PAAD
5500994173212120213068_F07.cel;2;PANC-02-03;pancreas;pancreas;PANC-02-03_Pancreas_1298475;PAAD
5500994173212120213068_F07.cel;2;PANC-02-03;pancreas;pancreas;PANC-02-03_Pancreas_1298475;PAAD
5500994158987071513201_H04.cel;2;PANC-03-27;pancreas;pancreas;PANC-03-27_Pancreas_925346;PAAD
5500994158987071513201_H04.cel;2;PANC-03-27;pancreas;pancreas;PANC-03-27_Pancreas_925346;PAAD
5500994173603120813304_E10.cel;2;PANC-04-03;pancreas;pancreas;PANC-04-03_pancreas_1298476;PAAD
5500994173603120813304_E10.cel;2;PANC-04-03;pancreas;pancreas;PANC-04-03_pancreas_1298476;PAAD
5500994158987071513201_A05.cel;2;PANC-08-13;pancreas;pancreas;PANC-08-13_Pancreas_925347;PAAD
5500994158987071513201_A05.cel;2;PANC-08-13;pancreas;pancreas;PANC-08-13_Pancreas_925347;PAAD
5500994158987071513201_B05.cel;2;PANC-10-05;pancreas;pancreas;PANC-10-05_Pancreas_925348;PAAD
5500994158987071513201_B05.cel;2;PANC-10-05;pancreas;pancreas;PANC-10-05_Pancreas_925348;PAAD
5500994158987071513201_D05.cel;2;PC-14;lung;lung_NSCLC_adenocarcinoma;PC-14_Lung:NSCLC_753608;LUAD
5500994158987071513201_D05.cel;2;PC-14;lung;lung_NSCLC_adenocarcinoma;PC-14_Lung:NSCLC_753608;LUAD
5500994158987071513201_E05.cel;2;PC-3;urogenital_system;prostate;PC-3_[JPC-3]_Lung_1240202;PRAD
5500994173212120213068_E07.cel;2;PC-3;urogenital_system;prostate;PC-3_Prostate_905934;PRAD
5500994158987071513201_E05.cel;2;PC-3;urogenital_system;prostate;PC-3_[JPC-3]_Lung_1240202;PRAD
5500994173212120213068_E07.cel;2;PC-3;urogenital_system;prostate;PC-3_Prostate_905934;PRAD
5500994175999120813240_H08.cel;2;PEO1;urogenital_system;ovary;PEO1_ovary_1480372;OV
5500994175999120813240_H08.cel;2;PEO1;urogenital_system;ovary;PEO1_ovary_1480372;OV
5500994158987071513201_E06.cel;2;PL18;pancreas;pancreas;PL18_Pancreas_1240208;PAAD
5500994158987071513201_E06.cel;2;PL18;pancreas;pancreas;PL18_Pancreas_1240208;PAAD
5500994175999120813240_H09.cel;2;PL4;pancreas;pancreas;PL4_pancreas_1298533;PAAD
5500994175999120813240_H09.cel;2;PL4;pancreas;pancreas;PL4_pancreas_1298533;PAAD
5500994158987071513201_E12.cel;2;PSN1;pancreas;pancreas;PSN1_Pancreas_910546;PAAD
5500994158987071513201_E12.cel;2;PSN1;pancreas;pancreas;PSN1_Pancreas_910546;PAAD
5500994173212120213068_C07.cel;2;PWR-1E;urogenital_system;prostate;PWR-1E_Prostate_1330993;PRAD
5500994173212120213068_C07.cel;2;PWR-1E;urogenital_system;prostate;PWR-1E_Prostate_1330993;PRAD
5500994158987071513201_F10.cel;2;RCC-MF;kidney;kidney;RCC-MF_Kidney_1524419;KIRC
5500994158987071513201_E01.cel;2;RCM-1;digestive_system;large_intestine;RCM-1_Intestine_909263;COREAD
5500994158987071513201_E01.cel;2;RCM-1;digestive_system;large_intestine;RCM-1_Intestine_909263;COREAD
5500994158987071513201_D02.cel;2;RERF-GC-1B;digestive_system;stomach;RERF-GC-1B_Stomach_1240209;STAD
5500994158987071513201_D02.cel;2;RERF-GC-1B;digestive_system;stomach;RERF-GC-1B_Stomach_1240209;STAD
5500994172948120113978_F11.cel;2;RERF-LC-KJ;lung;lung_NSCLC_adenocarcinoma;RERF-LC-KJ_Lung:NSCLC_1298537;LUAD
5500994172948120113978_F11.cel;2;RERF-LC-KJ;lung;lung_NSCLC_adenocarcinoma;RERF-LC-KJ_Lung:NSCLC_1298537;LUAD
5500994158987071513201_E02.cel;2;RERF-LC-MS;lung;lung_NSCLC_adenocarcinoma;RERF-LC-MS_Lung:NSCLC_910931;LUAD
5500994158987071513201_G02.cel;2;RERF-LC-Sq1;lung;lung_NSCLC_squamous_cell_carcinoma;RERF-LC-Sq1_Lung:NSCLC_1298538;LUSC
5500994158987071513201_G02.cel;2;RERF-LC-Sq1;lung;lung_NSCLC_squamous_cell_carcinoma;RERF-LC-Sq1_Lung:NSCLC_1298538;LUSC
5500994157493061613625_E04.cel;2;RKO;digestive_system;large_intestine;RKO_Intestin_909698;COREAD
5500994157493061613625_E04.cel;2;RKO;digestive_system;large_intestine;RKO_Intestin_909698;COREAD
5500994175999120813240_B10.cel;2;RL95-2;urogenital_system;endometrium;RL95-2_endometrium_930082;UNCLASSIFIED
5500994175999120813240_B10.cel;2;RL95-2;urogenital_system;endometrium;RL95-2_endometrium_930082;UNCLASSIFIED
5500994158987071513201_D03.cel;2;RMG-I;urogenital_system;ovary;RMG-I_Ovary_909699;UNCLASSIFIED
5500994158987071513201_D03.cel;2;RMG-I;urogenital_system;ovary;RMG-I_Ovary_909699;UNCLASSIFIED
5500994158987071513201_C04.cel;2;RT-112;urogenital_system;bladder;RT-112_Bladder_909704;BLCA
5500994158987071513201_C04.cel;2;RT-112;urogenital_system;bladder;RT-112_Bladder_909704;BLCA
5500994158987071513201_B04.cel;2;RT4;urogenital_system;bladder;RT4_Bladder_687455;BLCA
5500994158987071513201_B04.cel;2;RT4;urogenital_system;bladder;RT4_Bladder_687455;BLCA
5500994173603120813304_C12.cel;2;SCC90;aero_digestive_tract;head_and_neck;SCC90_upper_aerodigestive_tract_1299052;HNSC
5500994173603120813304_C12.cel;2;SCC90;aero_digestive_tract;head_and_neck;SCC90_upper_aerodigestive_tract_1299052;HNSC
5500994157493061613625_F07.cel;2;SISO;urogenital_system;cervix;SISO_Cervix_1240212;CESC
5500994157493061613625_F07.cel;2;SISO;urogenital_system;cervix;SISO_Cervix_1240212;CESC
5500994172948120113978_D11.cel;2;SK-CO-1;digestive_system;large_intestine;SK-CO-1_large_intestine_909718;COREAD
5500994172948120113978_D11.cel;2;SK-CO-1;digestive_system;large_intestine;SK-CO-1_large_intestine_909718;COREAD
5500994172948120113978_B11.cel;2;SK-GT-2;digestive_system;stomach;SK-GT-2_Esophagus_1503364;STAD
5500994172948120113978_B11.cel;2;SK-GT-2;digestive_system;stomach;SK-GT-2_Esophagus_1503364;STAD
5500994158987071513207_D11.cel;2;SK-OV-3;urogenital_system;ovary;SK-OV-3_Ovary_905959;OV
5500994158987071513207_D11.cel;2;SK-OV-3;urogenital_system;ovary;SK-OV-3_Ovary_905959;OV
5500994172383112813928_D04.cel;2;SK-UT-1;soft_tissue;soft_tissue_other;SK-UT-1_Muscle_909732;UNCLASSIFIED
5500994172383112813928_D04.cel;2;SK-UT-1;soft_tissue;soft_tissue_other;SK-UT-1_Muscle_909732;UNCLASSIFIED
5500994175999120813240_A01.cel;2;SNG-M;urogenital_system;endometrium;SNG-M_endometrium_909735;UCEC
5500994175999120813240_A01.cel;2;SNG-M;urogenital_system;endometrium;SNG-M_endometrium_909735;UCEC
5500994173212120213068_D02.cel;2;SNU-1040;digestive_system;large_intestine;SNU-1040_large_intestine_1659823;COREAD
5500994173212120213068_D02.cel;2;SNU-1040;digestive_system;large_intestine;SNU-1040_large_intestine_1659823;COREAD
5500994173212120213068_B02.cel;2;SNU-175;digestive_system;large_intestine;SNU-175_large_intestine_1659928;COREAD
5500994173212120213068_B02.cel;2;SNU-175;digestive_system;large_intestine;SNU-175_large_intestine_1659928;COREAD
5500994158987071513207_A11.cel;2;SNU-182;digestive_system;liver;SNU-182_Liver_1240216;LIHC
5500994158987071513207_A11.cel;2;SNU-182;digestive_system;liver;SNU-182_Liver_1240216;LIHC
5500994173212120213068_H01.cel;2;SNU-407;digestive_system;large_intestine;SNU-407_large_intestine_1660034;COREAD
5500994173212120213068_H01.cel;2;SNU-407;digestive_system;large_intestine;SNU-407_large_intestine_1660034;COREAD
5500994158987071513207_B10.cel;2;SNU-449;digestive_system;liver;SNU-449_Liver_909738;LIHC
5500994158987071513207_B10.cel;2;SNU-449;digestive_system;liver;SNU-449_Liver_909738;LIHC
5500994173212120213068_A02.cel;2;SNU-61;digestive_system;large_intestine;SNU-61_large_intestine_1660035;COREAD
5500994173212120213068_A02.cel;2;SNU-61;digestive_system;large_intestine;SNU-61_large_intestine_1660035;COREAD
5500994173212120213068_G01.cel;2;SNU-81;digestive_system;large_intestine;SNU-81_large_intestine_1660036;COREAD
5500994173212120213068_G01.cel;2;SNU-81;digestive_system;large_intestine;SNU-81_large_intestine_1660036;COREAD
5500994173603120813304_C10.cel;2;SNU-C1;digestive_system;large_intestine;SNU-C1_large_intestine_910905;COREAD
5500994173603120813304_C10.cel;2;SNU-C1;digestive_system;large_intestine;SNU-C1_large_intestine_910905;COREAD
5500994172383112813930_E12.cel;2;SNU-C2B;digestive_system;large_intestine;SNU-C2B_Intestine_909740;COREAD
5500994172383112813930_E12.cel;2;SNU-C2B;digestive_system;large_intestine;SNU-C2B_Intestine_909740;COREAD
5500994173212120213068_E01.cel;2;SNU-C5;digestive_system;large_intestine;SNU-C5_large_intestine_1674021;COREAD
5500994173212120213068_E01.cel;2;SNU-C5;digestive_system;large_intestine;SNU-C5_large_intestine_1674021;COREAD
5500994175999120813240_G09.cel;2;SU8686;pancreas;pancreas;SU8686_pancreas_1240218;PAAD
5500994175999120813240_G09.cel;2;SU8686;pancreas;pancreas;SU8686_pancreas_1240218;PAAD
5500994172383112813928_C03.cel;2;SUIT-2;pancreas;pancreas;SUIT-2_Pancreas_1240219;PAAD
5500994172383112813928_C03.cel;2;SUIT-2;pancreas;pancreas;SUIT-2_Pancreas_1240219;PAAD
5500994172383112813930_E11.cel;2;SW1116;digestive_system;large_intestine;SW1116_Intestine_909746;COREAD
5500994172383112813930_E11.cel;2;SW1116;digestive_system;large_intestine;SW1116_Intestine_909746;COREAD
5500994175999120813240_G10.cel;2;SW1271;lung;lung_small_cell_carcinoma;SW1271_lung_1299062;SCLC
5500994175999120813240_G10.cel;2;SW1271;lung;lung_small_cell_carcinoma;SW1271_lung_1299062;SCLC
5500994157493061613625_G11.cel;2;SW1417;digestive_system;large_intestine;SW1417_Intestin_909747;COREAD
5500994157493061613625_G11.cel;2;SW1417;digestive_system;large_intestine;SW1417_Intestin_909747;COREAD
5500994172383112813930_F10.cel;2;SW1463;digestive_system;large_intestine;SW1463_Intestine_909748;COREAD
5500994172383112813930_F10.cel;2;SW1463;digestive_system;large_intestine;SW1463_Intestine_909748;COREAD
5500994172383112813928_G02.cel;2;SW1573;lung;lung_NSCLC_adenocarcinoma;SW1573_Lung:NSCLC_724878;LUAD
5500994172383112813928_G02.cel;2;SW1573;lung;lung_NSCLC_adenocarcinoma;SW1573_Lung:NSCLC_724878;LUAD
5500994172383112813930_G10.cel;2;SW48;digestive_system;large_intestine;SW48_Intestine_909751;COREAD
5500994172383112813930_G10.cel;2;SW48;digestive_system;large_intestine;SW48_Intestine_909751;COREAD
5500994158987071513207_F11.cel;2;SW620;digestive_system;large_intestine;SW620_Intestine_905962;COREAD
5500994158987071513207_F11.cel;2;SW620;digestive_system;large_intestine;SW620_Intestine_905962;COREAD
5500994175999120813240_C09.cel;2;SW626;urogenital_system;ovary;SW626_ovary_909753;OV
5500994175999120813240_C09.cel;2;SW626;urogenital_system;ovary;SW626_ovary_909753;OV
5500994172948120113978_C01.cel;2;SW756;urogenital_system;cervix;SW756_cervix_724839;CESC
5500994172948120113978_C01.cel;2;SW756;urogenital_system;cervix;SW756_cervix_724839;CESC
5500994158987071513207_B11.cel;2;SW780;urogenital_system;bladder;SW780_Bladder_687457;BLCA
5500994158987071513207_B11.cel;2;SW780;urogenital_system;bladder;SW780_Bladder_687457;BLCA
5500994158987071513207_E11.cel;2;SW837;digestive_system;large_intestine;SW837_Intestine_909755;COREAD
5500994158987071513207_E11.cel;2;SW837;digestive_system;large_intestine;SW837_Intestine_909755;COREAD
5500994158987071513207_C10.cel;2;SW900;lung;lung_NSCLC_squamous_cell_carcinoma;SW900_Lung:NSCLC_724879;LUSC
5500994158987071513207_C10.cel;2;SW900;lung;lung_NSCLC_squamous_cell_carcinoma;SW900_Lung:NSCLC_724879;LUSC
5500994172383112813928_B09.cel;2;SW948;digestive_system;large_intestine;SW948_Intestine_909757;COREAD
5500994172383112813928_B09.cel;2;SW948;digestive_system;large_intestine;SW948_Intestine_909757;COREAD
5500994158987071513207_A09.cel;2;SiHa;urogenital_system;cervix;SiHa_Cervix_930297;CESC
5500994158987071513207_A09.cel;2;SiHa;urogenital_system;cervix;SiHa_Cervix_930297;CESC
5500994158987071513207_E08.cel;2;T-T;aero_digestive_tract;oesophagus;T-T_Esophagus_1299064;ESCA
5500994158987071513207_E08.cel;2;T-T;aero_digestive_tract;oesophagus;T-T_Esophagus_1299064;ESCA
5500994158987071513207_H12.cel;2;T84;digestive_system;large_intestine;T84_Intestine_909761;COREAD
5500994158987071513207_H12.cel;2;T84;digestive_system;large_intestine;T84_Intestine_909761;COREAD
5500994158987071513207_A07.cel;2;TE-1;aero_digestive_tract;oesophagus;TE-1_Esophagus_753621;ESCA
5500994158987071513207_A07.cel;2;TE-1;aero_digestive_tract;oesophagus;TE-1_Esophagus_753621;ESCA
5500994175999120813240_D08.cel;2;TE-4;aero_digestive_tract;oesophagus;TE-4_Esophagus_1503371;ESCA
5500994175999120813240_D08.cel;2;TE-4;aero_digestive_tract;oesophagus;TE-4_Esophagus_1503371;ESCA
5500994158987071513207_H07.cel;2;TE-6;aero_digestive_tract;oesophagus;TE-6_Esophagus_946355;ESCA
5500994158987071513207_H07.cel;2;TE-6;aero_digestive_tract;oesophagus;TE-6_Esophagus_946355;ESCA
5500994158987071513207_A08.cel;2;TE-8;aero_digestive_tract;oesophagus;TE-8_Esophagus_753623;ESCA
5500994158987071513207_A08.cel;2;TE-8;aero_digestive_tract;oesophagus;TE-8_Esophagus_753623;ESCA
5500994158987071513207_C08.cel;2;TGBC11TKB;digestive_system;stomach;TGBC11TKB_Stomach_909770;STAD
5500994158987071513207_C08.cel;2;TGBC11TKB;digestive_system;stomach;TGBC11TKB_Stomach_909770;STAD
5500994175999120813240_D09.cel;2;TGBC1TKB;digestive_system;biliary_tract;TGBC1TKB_biliary_tract_909769;UNCLASSIFIED
5500994175999120813240_D09.cel;2;TGBC1TKB;digestive_system;biliary_tract;TGBC1TKB_biliary_tract_909769;UNCLASSIFIED
5500994157493061613625_H03.cel;2;TGBC24TKB;digestive_system;biliary_tract;TGBC24TKB_Biliary_910695;UNCLASSIFIED
5500994157493061613625_H03.cel;2;TGBC24TKB;digestive_system;biliary_tract;TGBC24TKB_Biliary_910695;UNCLASSIFIED
5500994158987071513207_C07.cel;2;TOV-21G;urogenital_system;ovary;TOV-21G_Ovary_1240222;OV
5500994158987071513207_C07.cel;2;TOV-21G;urogenital_system;ovary;TOV-21G_Ovary_1240222;OV
5500994158987071513207_F08.cel;2;TT2609-C02;thyroid;thyroid;TT2609-C02_Thyroid_1240223;THCA
5500994158987071513207_F08.cel;2;TT2609-C02;thyroid;thyroid;TT2609-C02_Thyroid_1240223;THCA
5500994172948120113978_D09.cel;2;TYK-nu;urogenital_system;ovary;TYK-nu_ovary_909774;UNCLASSIFIED
5500994172948120113978_D09.cel;2;TYK-nu;urogenital_system;ovary;TYK-nu_ovary_909774;UNCLASSIFIED
5500994175999120813240_F10.cel;2;U-2-OS;bone;osteosarcoma;U-2-OS_bone_909776;UNCLASSIFIED
5500994175999120813240_F10.cel;2;U-2-OS;bone;osteosarcoma;U-2-OS_bone_909776;UNCLASSIFIED
5500994158987071513207_F03.cel;2;UM-UC-3;urogenital_system;bladder;UM-UC-3_Bladder_724838;BLCA
5500994158987071513207_F03.cel;2;UM-UC-3;urogenital_system;bladder;UM-UC-3_Bladder_724838;BLCA
5500994172948120113978_B01.cel;2;UWB1.289;urogenital_system;ovary;UWB1.289_Ovary_1480374;OV
5500994158987071513207_G04.cel;2;VA-ES-BJ;soft_tissue;soft_tissue_other;VA-ES-BJ_Misc_688121;UNCLASSIFIED
5500994158987071513207_G04.cel;2;VA-ES-BJ;soft_tissue;soft_tissue_other;VA-ES-BJ_Misc_688121;UNCLASSIFIED
5500994158987071513207_B05.cel;2;WM793B;skin;melanoma;WM793B_Skin_1299081;SKCM
5500994158987071513207_B05.cel;2;WM793B;skin;melanoma;WM793B_Skin_1299081;SKCM
5500994158987071513207_B06.cel;2;YAPC;pancreas;pancreas;YAPC_Pancreas_909904;PAAD
5500994158987071513207_B06.cel;2;YAPC;pancreas;pancreas;YAPC_Pancreas_909904;PAAD
5500994172383112813929_C02.cel;3;451Lu;skin;melanoma;451Lu_Skin_1287706;SKCM
5500994158987071513209_G01.cel;3;A101D;skin;melanoma;A101D_Skin_910921;SKCM
5500994158987071513209_G01.cel;3;A101D;skin;melanoma;A101D_Skin_910921;SKCM
5500994157493061613625_A06.cel;3;A2058;skin;melanoma;A2058_Skin_906792;SKCM
5500994157493061613625_A06.cel;3;A2058;skin;melanoma;A2058_Skin_906792;SKCM
5500994158987071513209_C02.cel;3;A375;skin;melanoma;A375_Skin_906793;SKCM
5500994158987071513209_C02.cel;3;A375;skin;melanoma;A375_Skin_906793;SKCM
5500994157493061613625_A12.cel;3;C32;skin;melanoma;C32_Skin_906830;SKCM
5500994157493061613625_A12.cel;3;C32;skin;melanoma;C32_Skin_906830;SKCM
5500994158987071513209_B07.cel;3;COLO-679;skin;melanoma;COLO-679_Skin_906818;SKCM
5500994158987071513209_B07.cel;3;COLO-679;skin;melanoma;COLO-679_Skin_906818;SKCM
5500994172948120113978_C11.cel;3;COLO-783;skin;melanoma;COLO-783_Skin_1240125;SKCM
5500994158987071513209_E08.cel;3;COLO-792;skin;melanoma;COLO-792_Skin_906814;SKCM
5500994158987071513209_E08.cel;3;COLO-792;skin;melanoma;COLO-792_Skin_906814;SKCM
5500994157493061613625_D10.cel;3;COLO-800;skin;melanoma;COLO-800_Skin_906813;SKCM
5500994175999120813240_G02.cel;3;COLO-829;skin;melanoma;COLO-829_skin_687448;SKCM
5500994175999120813240_G02.cel;3;COLO-829;skin;melanoma;COLO-829_skin_687448;SKCM
5500994175999120813240_E07.cel;3;CP50-MEL-B;skin;melanoma;CP50-MEL-B_skin_753545;SKCM
5500994172383112813929_A05.cel;3;CP66-MEL;skin;melanoma;CP66-MEL_Skin_753546;SKCM
5500994172383112813929_A05.cel;3;CP66-MEL;skin;melanoma;CP66-MEL_Skin_753546;SKCM
5500994158987071513202_E09.cel;3;G-361;skin;melanoma;G-361_Skin_906865;SKCM
5500994158987071513202_E09.cel;3;G-361;skin;melanoma;G-361_Skin_906865;SKCM
5500994158987071513202_F09.cel;3;G-MEL;skin;melanoma;G-MEL_Skin_1240130;SKCM
5500994158987071513202_F09.cel;3;G-MEL;skin;melanoma;G-MEL_Skin_1240130;SKCM
5500994158987071513202_B09.cel;3;GAK;skin;melanoma;GAK_Skin_910932;SKCM
5500994158987071513202_B09.cel;3;GAK;skin;melanoma;GAK_Skin_910932;SKCM
5500994157493061613625_C02.cel;3;HMV-II;skin;melanoma;HMV-II_Skin_907058;SKCM
5500994157493061613625_C02.cel;3;HMV-II;skin;melanoma;HMV-II_Skin_907058;SKCM
5500994172383112813929_F12.cel;3;HT-144;skin;melanoma;HT-144_Skin_907067;SKCM
5500994172383112813929_F12.cel;3;HT-144;skin;melanoma;HT-144_Skin_907067;SKCM
5500994157493061613625_H06.cel;3;IGR-1;skin;melanoma;IGR-1_Skin_907169;SKCM
5500994157493061613625_H06.cel;3;IGR-1;skin;melanoma;IGR-1_Skin_907169;SKCM
5500994172383112813928_F12.cel;3;IGR-37;skin;melanoma;IGR-37_Skin_1240153;SKCM
5500994172383112813928_F12.cel;3;IGR-37;skin;melanoma;IGR-37_Skin_1240153;SKCM
5500994172383112813928_C12.cel;3;IPC-298;skin;melanoma;IPC-298_Skin_907171;SKCM
5500994175999120813240_D07.cel;3;K2;skin;melanoma;K2_skin_1298160;SKCM
5500994172948120113978_D07.cel;3;LB2518-MEL;skin;melanoma;LB2518-MEL_skin_753579;SKCM
5500994172948120113978_F08.cel;3;LB373-MEL-D;skin;melanoma;LB373-MEL-D_skin_753581;SKCM
5500994157493061613625_C04.cel;3;M14;skin;melanoma;M14_Skin_905975;SKCM
5500994157493061613625_C04.cel;3;M14;skin;melanoma;M14_Skin_905975;SKCM
5500994158987071513202_G12.cel;3;MEL-HO;skin;melanoma;MEL-HO_Skin_908124;SKCM
5500994172383112813928_A01.cel;3;MEL-JUSO;skin;melanoma;MEL-JUSO_Skin_908125;SKCM
5500994172383112813928_A01.cel;3;MEL-JUSO;skin;melanoma;MEL-JUSO_Skin_908125;SKCM
5500994158987071513207_B02.cel;3;MZ2-MEL;skin;melanoma;MZ2-MEL_Skin_971777;SKCM
5500994158987071513207_A02.cel;3;MZ7-mel;skin;melanoma;MZ7-mel_Skin_753596;SKCM
5500994158987071513202_E12.cel;3;Mewo;skin;melanoma;Mewo_Skin_908128;SKCM
5500994158987071513202_E12.cel;3;Mewo;skin;melanoma;Mewo_Skin_908128;SKCM
5500994158987071513201_D04.cel;3;RVH-421;skin;melanoma;RVH-421_Skin_909706;SKCM
5500994172383112813928_C02.cel;3;SH-4;skin;melanoma;SH-4_Skin_909713;SKCM
5500994172383112813928_C02.cel;3;SH-4;skin;melanoma;SH-4_Skin_909713;SKCM
5500994157493061613625_H08.cel;3;SK-MEL-1;skin;melanoma;SK-MEL-1_Skin_909723;SKCM
5500994157493061613625_H08.cel;3;SK-MEL-1;skin;melanoma;SK-MEL-1_Skin_909723;SKCM
5500994172948120113978_A07.cel;3;SK-MEL-2;skin;melanoma;SK-MEL-2_skin_905955;SKCM
5500994172948120113978_A07.cel;3;SK-MEL-2;skin;melanoma;SK-MEL-2_skin_905955;SKCM
5500994158987071513207_E10.cel;3;SK-MEL-24;skin;melanoma;SK-MEL-24_Skin_909725;SKCM
5500994158987071513207_E10.cel;3;SK-MEL-24;skin;melanoma;SK-MEL-24_Skin_909725;SKCM
5500994158987071513207_H10.cel;3;SK-MEL-28;skin;melanoma;SK-MEL-28_Skin_905954;SKCM
5500994175999120813240_H11.cel;3;SK-MEL-28;skin;melanoma;SK-MEL-28_skin_905954;SKCM
5500994172383112813928_H03.cel;3;SK-MEL-3;skin;melanoma;SK-MEL-3_Skin_909724;SKCM
5500994172383112813928_G05.cel;3;SK-MEL-30;skin;melanoma;SK-MEL-30_Skin_909726;SKCM
5500994173212120213068_G02.cel;3;SK-MEL-31;skin;melanoma;SK-MEL-31_Skin_909727;SKCM
5500994158987071513207_F09.cel;3;SK-MEL-5;skin;melanoma;SK-MEL-5_Skin_905956;SKCM
